player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name
17225,Konstantinos,Kapetanos,Konstantinos Kapetanos,2012,605,konstantinos-kapetanos,Greece,Ptolemaida,Greece,1984-10-27,Left Midfield,Midfield,left,176,,750000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/konstantinos-kapetanos/profil/spieler/17225,GR1,Aris Thessaloniki
17313,Henrico,Drost,Henrico Drost,2019,235,henrico-drost,Netherlands,Kampen,Netherlands,1987-01-21,Centre-Back,Defender,right,187,,600000,,null,https://img.a.transfermarkt.technology/portrait/header/17313-1418935147.jpg?lm=1,https://www.transfermarkt.co.uk/henrico-drost/profil/spieler/17313,NL1,RKC Waalwijk
17555,,Nélson,Nélson,2014,68608,nelson,Cape Verde,Ilha do Sal,Portugal,1983-06-10,Right-Back,Defender,right,171,,9000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_17555_3302_2013_08_06_1.jpg?lm=1,https://www.transfermarkt.co.uk/nelson/profil/spieler/17555,PO1,null
18379,Damir,Vrancic,Damir Vrancic,2013,23,damir-vrancic,Jugoslawien (SFR),Slavonski Brod,Germany,1985-10-04,Central Midfield,Midfield,both,183,,1000000,2023-06-30 00:00:00,PRO Profil GmbH,https://img.a.transfermarkt.technology/portrait/header/18379-1406661080.jpg?lm=1,https://www.transfermarkt.co.uk/damir-vrancic/profil/spieler/18379,L1,null
18416,Aloys,Nong,Aloys Nong,2013,1411,aloys-nong,Cameroon,Douala,Cameroon,1983-10-16,Centre-Forward,Attack,right,180,,1500000,,FIFA-CO,https://img.a.transfermarkt.technology/portrait/header/s_18416_3368_2013_10_17_1.jpg?lm=1,https://www.transfermarkt.co.uk/aloys-nong/profil/spieler/18416,BE1,null
18592,,Zé Pedro,Zé Pedro,2012,1085,ze-pedro,Portugal,Montijo,Portugal,1978-10-18,Central Midfield,Midfield,left,187,,1900000,,null,https://img.a.transfermarkt.technology/portrait/header/s_18592_1085_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/ze-pedro/profil/spieler/18592,PO1,null
18759,Nana,Asare,Nana Asare,2019,157,nana-asare,Ghana,Kumasi,Ghana,1986-07-11,Left-Back,Defender,left,175,,2500000,,Eleven Management,https://img.a.transfermarkt.technology/portrait/header/18759-1681326663.jpg?lm=1,https://www.transfermarkt.co.uk/nana-asare/profil/spieler/18759,BE1,KAA Gent
18894,Leyti,N'Diaye,Leyti N'Diaye,2012,244,leyti-ndiaye,Senegal,Dakar,Senegal,1985-08-19,Centre-Back,Defender,left,188,,1200000,,null,https://img.a.transfermarkt.technology/portrait/header/s_18894_244_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/leyti-ndiaye/profil/spieler/18894,FR1,Olympique Marseille
18940,Rémy,Riou,Rémy Riou,2022,1041,remy-riou,France,Lyon,France,1987-08-06,Goalkeeper,Goalkeeper,right,191,400000,4000000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/18940-1672830760.jpg?lm=1,https://www.transfermarkt.co.uk/remy-riou/profil/spieler/18940,FR1,Olympique Lyon
18958,Alejandro,Domínguez,Alejandro Domínguez,2016,683,alejandro-dominguez,Argentina,Lanús,Argentina,1981-06-10,Attacking Midfield,Midfield,both,175,,14000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_18958_367_2012_10_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/alejandro-dominguez/profil/spieler/18958,GR1,Olympiacos Piraeus
19062,Frank,van Mosselveld,Frank van Mosselveld,2013,235,frank-van-mosselveld,Netherlands,Waalwijk,Netherlands,1984-01-02,Centre-Back,Defender,left,185,,750000,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/s_19062_235_2013_07_16_1.jpg?lm=1,https://www.transfermarkt.co.uk/frank-van-mosselveld/profil/spieler/19062,NL1,RKC Waalwijk
19375,Ricardo,Silva,Ricardo Silva,2017,2995,ricardo-silva,Portugal,Azurém,Cape Verde,1980-08-19,Centre-Back,Defender,right,186,,1200000,,null,https://img.a.transfermarkt.technology/portrait/header/19375-1541088906.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo-silva/profil/spieler/19375,PO1,FC Paços de Ferreira
19439,,Santos,Santos,2012,128,santos,Brazil,Vitória,Brazil,1981-08-18,Centre-Back,Defender,left,184,,850000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/santos/profil/spieler/19439,GR1,null
20306,Kevin,Geudens,Kevin Geudens,2014,968,kevin-geudens,Belgium,Geel,Belgium,1980-12-02,Defensive Midfield,Midfield,right,185,,750000,,null,https://img.a.transfermarkt.technology/portrait/header/20306-1487601723.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-geudens/profil/spieler/20306,BE1,KVC Westerlo
20854,Lasse,Kryger,Lasse Kryger,2018,2414,lasse-kryger,Denmark,Odense,Denmark,1982-11-03,Right Midfield,Midfield,right,188,,500000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/lasse-kryger/profil/spieler/20854,DK1,AC Horsens
20941,Christian,Terlizzi,Christian Terlizzi,2012,1387,christian-terlizzi,Italy,Roma,Italy,1979-11-22,Centre-Back,Defender,left,195,,5600000,,null,https://img.a.transfermarkt.technology/portrait/header/20941-1457603458.jpg?lm=1,https://www.transfermarkt.co.uk/christian-terlizzi/profil/spieler/20941,IT1,null
21042,Michal,Kadlec,Michal Kadlec,2015,36,michal-kadlec,CSSR,Vyškov,Czech Republic,1984-12-13,Centre-Back,Defender,left,185,200000,7500000,2023-06-30 00:00:00,SPORT INVEST,https://img.a.transfermarkt.technology/portrait/header/21042-1464947280.jpg?lm=1,https://www.transfermarkt.co.uk/michal-kadlec/profil/spieler/21042,TR1,Fenerbahce
21495,Erik,Heijblok,Erik Heijblok,2013,1090,erik-heijblok,Netherlands,Wieringen,Netherlands,1977-06-29,Goalkeeper,Goalkeeper,right,196,,750000,,Winny Haatrecht,https://img.a.transfermarkt.technology/portrait/header/s_21495_1090_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/erik-heijblok/profil/spieler/21495,NL1,AZ Alkmaar
21829,Francesco,Benussi,Francesco Benussi,2015,4102,francesco-benussi,Italy,Mestre,Italy,1981-10-15,Goalkeeper,Goalkeeper,right,189,,1300000,,null,https://img.a.transfermarkt.technology/portrait/header/21829-1449136568.jpg?lm=1,https://www.transfermarkt.co.uk/francesco-benussi/profil/spieler/21829,IT1,null
22093,Guglielmo,Stendardo,Guglielmo Stendardo,2016,2921,guglielmo-stendardo,Italy,Napoli,Italy,1981-05-06,Centre-Back,Defender,right,190,,3700000,,null,https://img.a.transfermarkt.technology/portrait/header/22093-1449133855.jpg?lm=1,https://www.transfermarkt.co.uk/guglielmo-stendardo/profil/spieler/22093,IT1,null
22123,Ciro,Polito,Ciro Polito,2014,6574,ciro-polito,Italy,Napoli,Italy,1979-04-12,Goalkeeper,Goalkeeper,right,183,,2900000,,null,https://img.a.transfermarkt.technology/portrait/header/s_22123_800_2013_09_20_1.jpg?lm=1,https://www.transfermarkt.co.uk/ciro-polito/profil/spieler/22123,IT1,US Sassuolo
22130,Carl,Valeri,Carl Valeri,2013,6574,carl-valeri,Australia,Canberra,Australia,1984-08-14,Central Midfield,Midfield,right,183,,2000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_22130_6574_2013_09_23_1.jpg?lm=1,https://www.transfermarkt.co.uk/carl-valeri/profil/spieler/22130,IT1,US Sassuolo
22186,Davide,Biondini,Davide Biondini,2017,6574,davide-biondini,Italy,Cesena,Italy,1983-01-24,Central Midfield,Midfield,right,180,,4800000,,null,https://img.a.transfermarkt.technology/portrait/header/22186-1449059808.jpg?lm=1,https://www.transfermarkt.co.uk/davide-biondini/profil/spieler/22186,IT1,US Sassuolo
22285,Maurizio,Pugliesi,Maurizio Pugliesi,2016,749,maurizio-pugliesi,Italy,Capannoli,Italy,1976-12-27,Goalkeeper,Goalkeeper,right,188,,125000,,null,https://img.a.transfermarkt.technology/portrait/header/22285-1449070985.jpg?lm=1,https://www.transfermarkt.co.uk/maurizio-pugliesi/profil/spieler/22285,IT1,FC Empoli
22318,Federico,Marchetti,Federico Marchetti,2022,3522,federico-marchetti,Italy,Bassano del Grappa,Italy,1983-02-07,Goalkeeper,Goalkeeper,left,188,50000,13000000,2023-06-30 00:00:00,Gea World,https://img.a.transfermarkt.technology/portrait/header/22318-1448466995.jpg?lm=1,https://www.transfermarkt.co.uk/federico-marchetti/profil/spieler/22318,IT1,Spezia Calcio
22340,Michaël,Cordier,Michaël Cordier,2015,2282,michael-cordier,Belgium,Lobbes,Belgium,1984-03-27,Goalkeeper,Goalkeeper,right,183,,450000,,null,https://img.a.transfermarkt.technology/portrait/header/22340-1616772504.jpg?lm=1,https://www.transfermarkt.co.uk/michael-cordier/profil/spieler/22340,BE1,Club Brugge KV
22378,,Léo Matos,Léo Matos,2020,1091,leo-matos,Brazil,Niterói,Brazil,1986-04-02,Right-Back,Defender,right,184,,2000000,,ProStar,https://img.a.transfermarkt.technology/portrait/header/22378-1465216293.jpg?lm=1,https://www.transfermarkt.co.uk/leo-matos/profil/spieler/22378,GR1,PAOK Thessaloniki
22382,Moussa,Sow,Moussa Sow,2017,20,moussa-sow,France,Mantes-la-Jolie,Senegal,1986-01-19,Centre-Forward,Attack,right,180,,16000000,,FLTW,https://img.a.transfermarkt.technology/portrait/header/22382-1598611028.jpeg?lm=1,https://www.transfermarkt.co.uk/moussa-sow/profil/spieler/22382,TR1,null
22479,Jonas,Borring,Jonas Borring,2019,2414,jonas-borring,null,null,Denmark,1985-01-04,Left Midfield,Midfield,left,193,,2500000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jonas-borring/profil/spieler/22479,DK1,AC Horsens
22555,Bruno,Amaro,Bruno Amaro,2014,8024,bruno-amaro,Portugal,Penafiel,Portugal,1983-02-17,Central Midfield,Midfield,right,181,,1500000,,FOOT EXPANDE,https://img.a.transfermarkt.technology/portrait/header/s_22555_1085_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/bruno-amaro/profil/spieler/22555,PO1,FC Arouca
22853,Francis,Dickoh,Francis Dickoh,2015,5817,francis-dickoh,Denmark,Kopenhagen,Ghana,1982-12-13,Centre-Back,Defender,right,188,,1100000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/francis-dickoh/profil/spieler/22853,DK1,null
22917,Kenneth Emil,Petersen,Kenneth Emil Petersen,2018,173,kenneth-emil-petersen,Denmark,Kopenhagen,Denmark,1985-01-15,Centre-Back,Defender,right,187,,750000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/kenneth-emil-petersen/profil/spieler/22917,DK1,null
22948,,Thiago Ribeiro,Thiago Ribeiro,2012,1390,thiago-ribeiro,Brazil,Pontes Gestal,Brazil,1986-02-24,Left Winger,Attack,right,183,150000,3500000,2023-04-08 00:00:00,Conquista Sports,https://img.a.transfermarkt.technology/portrait/header/22948-1479730925.jpg?lm=1,https://www.transfermarkt.co.uk/thiago-ribeiro/profil/spieler/22948,IT1,null
24116,Roman,Adamov,Roman Adamov,2012,1083,roman-adamov,UdSSR,"Belaya Kalitva, Rostov Region",Russia,1982-06-21,Centre-Forward,Attack,both,189,,3000000,,null,https://img.a.transfermarkt.technology/portrait/header/24116-1574355396.png?lm=1,https://www.transfermarkt.co.uk/roman-adamov/profil/spieler/24116,RU1,FK Rostov
24337,,Cleyton,Cleyton,2014,128,cleyton,Brazil,"Jacareí, São Paulo",Brazil,1983-03-08,Attacking Midfield,Midfield,both,175,,2800000,,null,https://img.a.transfermarkt.technology/portrait/header/24337-1512254414.jpg?lm=1,https://www.transfermarkt.co.uk/cleyton/profil/spieler/24337,GR1,null
25106,,Evaldo,Evaldo,2015,979,evaldo,Brazil,Rio Piraciciba,Brazil,1982-03-18,Left-Back,Defender,left,183,,4200000,,null,https://img.a.transfermarkt.technology/portrait/header/25106-1441377395.jpg?lm=1,https://www.transfermarkt.co.uk/evaldo/profil/spieler/25106,PO1,null
25175,Miguel,Pedro,Miguel Pedro,2014,1085,miguel-pedro,Portugal,Porto,Portugal,1983-11-06,Attacking Midfield,Midfield,right,175,,900000,,null,https://img.a.transfermarkt.technology/portrait/header/25175-1465199141.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-pedro/profil/spieler/25175,PO1,null
25211,Tiago,Valente,Tiago Valente,2015,1085,tiago-valente,Portugal,Macedo de Cavaleiros,Portugal,1985-04-24,Centre-Back,Defender,right,186,,1500000,2023-06-30 00:00:00,PromoSport,https://img.a.transfermarkt.technology/portrait/header/s_25211_2995_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/tiago-valente/profil/spieler/25211,PO1,null
25316,Rubén,Castro,Rubén Castro,2017,150,ruben-castro,Spain,Las Palmas de Gran Canaria,Spain,1981-06-27,Centre-Forward,Attack,right,169,100000,4500000,2023-06-30 00:00:00,Bahía Internacional,https://img.a.transfermarkt.technology/portrait/header/25316-1638441797.jpg?lm=1,https://www.transfermarkt.co.uk/ruben-castro/profil/spieler/25316,ES1,Real Betis Balompié
25635,Petr,Vasek,Petr Vasek,2013,3691,petr-vasek,CSSR,Čeladná,Czech Republic,1979-04-09,Goalkeeper,Goalkeeper,,190,,800000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/petr-vasek/profil/spieler/25635,RU1,null
25737,,Rodolfo,Rodolfo,2018,3725,rodolfo,Brazil,Santos,Brazil,1982-10-23,Centre-Back,Defender,left,185,,5300000,,null,https://img.a.transfermarkt.technology/portrait/header/25737-1557527407.png?lm=1,https://www.transfermarkt.co.uk/rodolfo/profil/spieler/25737,RU1,Akhmat Grozny
25933,Ovidiu,Herea,Ovidiu Herea,2015,128,ovidiu-herea,Romania,Bukarest,Romania,1985-03-26,Centre-Forward,Attack,right,180,,2500000,,null,https://img.a.transfermarkt.technology/portrait/header/s_25933_321_2014_02_11_1.jpg?lm=1,https://www.transfermarkt.co.uk/ovidiu-herea/profil/spieler/25933,GR1,null
26105,Valter,Birsa,Valter Birsa,2019,1390,valter-birsa,Jugoslawien (SFR),Sempeter pri Gorici,Slovenia,1986-08-07,Attacking Midfield,Midfield,left,184,,4500000,,null,https://img.a.transfermarkt.technology/portrait/header/26105-1596033060.jpg?lm=1,https://www.transfermarkt.co.uk/valter-birsa/profil/spieler/26105,IT1,null
26148,Juanjo,Camacho,Juanjo Camacho,2018,5358,juanjo-camacho,Spain,Valencia,Spain,1980-08-02,Attacking Midfield,Midfield,left,180,,1500000,,Bahía Internacional,https://img.a.transfermarkt.technology/portrait/header/26148-1541147137.jpg?lm=1,https://www.transfermarkt.co.uk/juanjo-camacho/profil/spieler/26148,ES1,null
26244,Lucho,González,Lucho González,2013,720,lucho-gonzalez,Argentina,Buenos Aires,Argentina,1981-01-19,Central Midfield,Midfield,right,186,,21000000,,Score Futbol,https://img.a.transfermarkt.technology/portrait/header/26244-1525788992.jpg?lm=1,https://www.transfermarkt.co.uk/lucho-gonzalez/profil/spieler/26244,PO1,FC Porto
27019,Vladimir,Korytko,Vladimir Korytko,2014,3729,vladimir-korytko,UdSSR,Molodechno,Belarus,1979-07-06,Attacking Midfield,Midfield,right,180,,2000000,,null,https://img.a.transfermarkt.technology/portrait/header/27019-1634673350.png?lm=1,https://www.transfermarkt.co.uk/vladimir-korytko/profil/spieler/27019,RU1,null
27539,Vanja,Ivesa,Vanja Ivesa,2013,2292,vanja-ivesa,Jugoslawien (SFR),Pula,Croatia,1977-07-21,Goalkeeper,Goalkeeper,left,205,,1400000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/vanja-ivesa/profil/spieler/27539,TR1,null
28140,Max,Gradel,Max Gradel,2022,2381,max-gradel,Cote d'Ivoire,Abidjan,Cote d'Ivoire,1987-11-30,Left Winger,Attack,right,175,1800000,9000000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/28140-1665498731.jpg?lm=1,https://www.transfermarkt.co.uk/max-gradel/profil/spieler/28140,TR1,Sivasspor
28306,Gennaro,Bracigliano,Gennaro Bracigliano,2013,244,gennaro-bracigliano,France,Forbach,France,1980-03-01,Goalkeeper,Goalkeeper,right,183,,5000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_28306_244_2014_01_02_1.jpg?lm=1,https://www.transfermarkt.co.uk/gennaro-bracigliano/profil/spieler/28306,FR1,Olympique Marseille
28643,,Romeu,Romeu,2015,2672,romeu,Brazil,Itamaraju,Brazil,1985-02-13,Defensive Midfield,Midfield,both,179,,1500000,,Brasil4you,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/romeu/profil/spieler/28643,GR1,APO Levadiakos
28705,Dusan,Veskovac,Dusan Veskovac,2016,415,dusan-veskovac,Jugoslawien (SFR),Kruševac,Serbia,1986-03-16,Centre-Back,Defender,right,187,,1250000,,null,https://img.a.transfermarkt.technology/portrait/header/s_28705_452_2012_11_15_1.jpg?lm=1,https://www.transfermarkt.co.uk/dusan-veskovac/profil/spieler/28705,FR1,FC Toulouse
28809,Willo,Flood,Willo Flood,2016,370,willo-flood,Ireland,Dublin,Ireland,1985-04-10,Central Midfield,Midfield,right,168,,1000000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/willo-flood/profil/spieler/28809,SC1,Aberdeen FC
28947,Gonzalo,Castro,Gonzalo Castro,2021,10,gonzalo-castro,Germany,Wuppertal,Germany,1987-06-11,Central Midfield,Midfield,right,172,,15000000,,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/28947-1532077332.jpg?lm=1,https://www.transfermarkt.co.uk/gonzalo-castro/profil/spieler/28947,L1,null
29559,Guillermo,Ochoa,Guillermo Ochoa,2022,380,guillermo-ochoa,Mexico,Guadalajara,Mexico,1985-07-13,Goalkeeper,Goalkeeper,right,183,1200000,8000000,2023-06-30 00:00:00,Promanage,https://img.a.transfermarkt.technology/portrait/header/29559-1668452843.jpg?lm=1,https://www.transfermarkt.co.uk/guillermo-ochoa/profil/spieler/29559,IT1,US Salernitana 1919
29627,Merter,Yüce,Merter Yüce,2017,20,merter-yuce,Turkey,Izmir,Turkey,1985-02-18,Defensive Midfield,Midfield,right,192,,1000000,,null,https://img.a.transfermarkt.technology/portrait/header/29627-1471101201.jpg?lm=1,https://www.transfermarkt.co.uk/merter-yuce/profil/spieler/29627,TR1,null
29631,Ufuk,Ceylan,Ufuk Ceylan,2020,11282,ufuk-ceylan,Turkey,Izmir,Turkey,1986-06-23,Goalkeeper,Goalkeeper,left,194,,1600000,,Haluk Canatar,https://img.a.transfermarkt.technology/portrait/header/29631-1603996171.png?lm=1,https://www.transfermarkt.co.uk/ufuk-ceylan/profil/spieler/29631,TR1,Alanyaspor
30338,Kári,Árnason,Kári Árnason,2017,370,kari-arnason,Sweden,Göteborg,Iceland,1982-10-13,Centre-Back,Defender,right,190,,1000000,,null,https://img.a.transfermarkt.technology/portrait/header/30338-1462872495.jpg?lm=1,https://www.transfermarkt.co.uk/kari-arnason/profil/spieler/30338,SC1,Aberdeen FC
30436,Stergos,Marinos,Stergos Marinos,2020,172,stergos-marinos,Greece,Kos,Greece,1987-09-17,Right-Back,Defender,right,178,,1500000,,Rosko Company,https://img.a.transfermarkt.technology/portrait/header/30436-1543938485.jpg?lm=1,https://www.transfermarkt.co.uk/stergos-marinos/profil/spieler/30436,BE1,RSC Charleroi
30671,Jordan,Remacle,Jordan Remacle,2017,172,jordan-remacle,Belgium,Verviers,Belgium,1987-02-14,Right Winger,Attack,right,175,,1500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/30671-1487768431.jpg?lm=1,https://www.transfermarkt.co.uk/jordan-remacle/profil/spieler/30671,BE1,RSC Charleroi
31111,Jordy,Buijs,Jordy Buijs,2015,192,jordy-buijs,Netherlands,Rotterdam,Netherlands,1988-12-28,Centre-Back,Defender,right,185,500000,800000,2024-01-31 00:00:00,More than Sport GmbH,https://img.a.transfermarkt.technology/portrait/header/31111-1606136142.jpg?lm=1,https://www.transfermarkt.co.uk/jordy-buijs/profil/spieler/31111,NL1,null
31173,Jan,Rosenthal,Jan Rosenthal,2016,105,jan-rosenthal,Germany,Sulingen,Germany,1986-04-07,Second Striker,Attack,right,186,,3000000,,Siebert & Backs,https://img.a.transfermarkt.technology/portrait/header/31173-1500628749.jpg?lm=1,https://www.transfermarkt.co.uk/jan-rosenthal/profil/spieler/31173,L1,null
32441,Ferhat,Cökmüs,Ferhat Cökmüs,2012,2323,ferhat-cokmus,Switzerland,Bern,Turkey,1985-02-14,Right-Back,Defender,right,180,,1400000,,null,https://img.a.transfermarkt.technology/portrait/header/s_32441_1267_2010_1.jpg?lm=1,https://www.transfermarkt.co.uk/ferhat-cokmus/profil/spieler/32441,TR1,null
32617,Micah,Richards,Micah Richards,2015,405,micah-richards,England,Birmingham,England,1988-06-24,Right-Back,Defender,right,180,,18500000,,SEM Group plc.,https://img.a.transfermarkt.technology/portrait/header/32617-1409567817.jpg?lm=1,https://www.transfermarkt.co.uk/micah-richards/profil/spieler/32617,GB1,Aston Villa
